新流水序,臺灣標準字,Unicode-tw,大陸規範字,Unicode-cn
1018260000,曖,66d6,暧,66a7
1020500000,權,6b0a,权,6743
1019820000,楊,694a,杨,6768
3052820000,榪,69aa,杩,6769
2018940000,櫪,6aea,枥,67a5
3051360000,梘,6898,枧,67a7
2017270000,棖,68d6,枨,67a8
1020020000,槍,69cd,枪,67aa
1019860000,楓,6953,枫,67ab
1019510000,梟,689f,枭,67ad
2018590000,檉,6a89,柽,67fd
1020100000,標,6a19,标,6807
1019610000,棧,68e7,栈,6808
1020370000,櫛,6adb,栉,6809
2018910000,櫳,6af3,栊,680a
1019580000,棟,68df,栋,680b
2018950000,櫨,6ae8,栌,680c
2018870000,櫟,6adf,栎,680e
1020490000,欄,6b04,栏,680f
2017260000,椏,690f,桠,6860
2018390000,橈,6a48,桡,6861
1019830000,楨,6968,桢,6862
1020330000,檔,6a94,档,6863
2018020000,榿,69bf,桤,6864
1020200000,樺,6a3a,桦,6866
1020360000,檜,6a9c,桧,6867
1020150000,槳,69f3,桨,6868
1020080000,樁,6a01,桩,6869
2018770000,檮,6aae,梼,68bc
2017310000,棶,68f6,梾,68be
2018180000,槤,69e4,梿,68bf
1020350000,檢,6aa2,检,68c0
2018980000,櫺,6afa,棂,68c2
3056280000,欞,6b1e,棂,68c2
1020450000,櫝,6add,椟,691f
2018320000,槧,69e7,椠,6920
3053690000,槶,69f6,椢,6922
3056100000,欏,6b0f,椤,6924
1020260000,橢,6a62,椭,692d
1020510000,欖,6b16,榄,6984
2018920000,櫬,6aec,榇,6987
1020460000,櫚,6ada,榈,6988
2019000000,櫸,6af8,榉,6989
2018600000,檟,6a9f,槚,69da
1020410000,檻,6abb,槛,69db
1020380000,檳,6ab3,槟,69df
2018810000,櫧,6ae7,槠,69e0
2018610000,檣,6aa3,樯,6a2f
1020480000,櫻,6afb,樱,6a31
1020470000,櫓,6ad3,橹,6a79
3113540000,艣,8263,橹,6a79
4115640000,艪,826A,橹,6a79
3055520000,櫞,6ade,橼,6a7c
2018570000,檁,6a81,檩,6aa9
1020880000,殲,6bb2,歼,6b7c
1020850000,殤,6ba4,殇,6b87
2019510000,殞,6b9e,殒,6b92
1020860000,殮,6bae,殓,6b93
2019600000,殫,6bab,殚,6b9a
1040920000,轂,8f42,毂,6bc2
1026480000,畢,7562,毕,6bd5
1017420000,斃,6583,毙,6bd9
3060390000,氌,6c0c,氇,6c07
1021200000,氫,6c2b,氢,6c22
2020060000,氬,6c2c,氩,6c29
1004230000,匯,532f,汇,6c47
1012650000,彙,5f59,汇,6c47
4069140000,滙,6ED9,汇,6c47
1022660000,湯,6e6f,汤,6c64
2022380000,漚,6f1a,沤,6ca4
1023740000,瀝,701d,沥,6ca5
1022420000,淪,6dea,沦,6ca6
1022940000,滄,6ec4,沧,6ca7
2021930000,渢,6e22,沨,6ca8
2021600000,溈,6e88,沩,6ca9
2023090000,澩,6fa9,泶,6cf6
2023350000,瀧,7027,泷,6cf7
2023410000,瀘,7018,泸,6cf8
2023330000,濼,6ffc,泺,6cfa
1023630000,瀉,7009,泻,6cfb
1023280000,潑,6f51,泼,6cfc
1023460000,澤,6fa4,泽,6cfd
1022020000,涇,6d87,泾,6cfe
1023250000,漿,6f3f,浆,6d46
1023310000,澆,6f86,浇,6d47
2021810000,湞,6e5e,浈,6d48
3063510000,溮,6eae,浉,6d49
1023470000,濁,6fc1,浊,6d4a
1022700000,測,6e2c,测,6d4b
2023070000,澮,6fae,浍,6d4d
1023690000,瀏,700f,浏,6d4f
2022330000,滻,6efb,浐,6d50
1022730000,渾,6e3e,浑,6d51
2022310000,滸,6ef8,浒,6d52
1023450000,濃,6fc3,浓,6d53
2022720000,潯,6f6f,浔,6d54
2023130000,濜,6fdc,浕,6d55
2022630000,澇,6f87,涝,6d9d
2021360000,淶,6df6,涞,6d9e
1023150000,漣,6f23,涟,6d9f
3064340000,潿,6f7f,涠,6da0
1022650000,渦,6e26,涡,6da1
3063330000,溳,6eb3,涢,6da2
1022760000,渙,6e19,涣,6da3
1023390000,潤,6f64,润,6da6
1023400000,澗,6f97,涧,6da7
1023140000,漲,6f32,涨,6da8
1023600000,澀,6f80,涩,6da9
2022920000,濇,6fc7,涩,6da9
1023050000,漬,6f2c,渍,6e0d
1023660000,瀆,7006,渎,6e0e
1023130000,漸,6f38,渐,6e10
2022970000,澠,6fa0,渑,6e11
1023220000,漁,6f01,渔,6e14
1022880000,溼,6ebc,湿,6e7f
2023160000,濕,6fd5,湿,6e7f
1023380000,潰,6f70,溃,6e83
1023670000,濺,6ffa,溅,6e85
2022440000,漊,6f0a,溇,6e87
1023100000,滯,6eef,滞,6ede
2023700000,灩,7069,滟,6edf
2023570000,灄,7044,滠,6ee0
1023090000,滿,6eff,满,6ee1
1023650000,濾,6ffe,滤,6ee4
1023580000,濫,6feb,滥,6ee5
2022930000,澦,6fa6,滪,6eea
1023710000,瀟,701f,潇,6f47
2023540000,瀲,7032,潋,6f4b
2023210000,濰,6ff0,潍,6f4d
1023760000,瀾,703e,澜,6f9c
1023720000,瀨,7028,濑,6fd1
1023750000,瀕,7015,濒,6fd2
2023680000,灝,705d,灏,704f
1022850000,滅,6ec5,灭,706d
1024260000,煬,716c,炀,7080
2024060000,煒,7152,炜,709c
3068050000,熗,7197,炝,709d
1024620000,爍,720d,烁,70c1
1024640000,爛,721b,烂,70c2
2023910000,烴,70f4,烃,70c3
1024210000,煩,7169,烦,70e6
1024430000,燒,71d2,烧,70e7
2024360000,燁,71c1,烨,70e8
1024590000,燴,71f4,烩,70e9
1024480000,燙,71d9,烫,70eb
2024420000,燼,71fc,烬,70ec
1024380000,熱,71b1,热,70ed
1024290000,煥,7165,焕,7115
1024490000,燜,71dc,焖,7116
2024450000,燾,71fe,焘,7118
1014040000,愛,611b,爱,7231
1024740000,爺,723a,爷,7237
1024840000,牘,7258,牍,724d
1024980000,牽,727d,牵,7275
1025050000,犢,72a2,犊,728a
1025440000,獷,7377,犷,72b7
3072700000,獁,7341,犸,72b8
1025210000,狽,72fd,狈,72c8
1025420000,獰,7370,狞,72de
1025340000,獅,7345,狮,72ee
2025770000,獪,736a,狯,72ef
1025280000,猙,7319,狰,72f0
1025370000,獄,7344,狱,72f1
2025550000,猻,733b,狲,72f2
2025760000,獫,736b,猃,7303
1025490000,玀,7380,猡,7321
1025470000,獺,737a,獭,736d
2026750000,璵,74b5,玙,7399
2026430000,瑒,7452,玚,739a
1025960000,瑪,746a,玛,739b
2026420000,瑋,744b,玮,73ae
1025740000,現,73fe,现,73b0
2026510000,瑲,7472,玱,73b1
1026090000,瓏,74cf,珑,73d1
2026690000,璫,74ab,珰,73f0
1025900000,琿,743f,珲,73f2
3075250000,璡,74a1,琎,740e
2026530000,璉,7489,琏,740f
1025950000,瑣,7463,琐,7410
1026050000,璦,74a6,瑷,7477
2026820000,瓔,74d4,璎,748e
2026840000,瓚,74da,瓒,74d2
1018170000,暢,66a2,畅,7545
1026540000,疇,7587,畴,7574
2028050000,癤,7664,疖,7596
1027060000,療,7642,疗,7597
1026920000,瘧,7627,疟,759f
1027090000,癘,7658,疠,75a0
1026930000,瘍,760d,疡,75a1
4086610000,癧,7667,疬,75ac
2027990000,瘲,7632,疭,75ad
1027020000,瘡,7621,疮,75ae
1026940000,瘋,760b,疯,75af
1026810000,痙,75d9,痉,75c9
1027050000,癆,7646,痨,75e8
1026960000,瘓,7613,痪,75ea
2028030000,癇,7647,痫,75eb
2028020000,癉,7649,瘅,7605
2027850000,瘞,761e,瘗,7617
2027960000,瘺,763a,瘘,7618
4086030000,瘻,763B,瘘,7618
2028100000,癟,765f,瘪,762a
1027160000,癱,7671,瘫,762b
1027140000,癮,766e,瘾,763e
2028120000,癭,766d,瘿,763f
1027130000,癩,7669,癞,765e
1027150000,癬,766c,癣,7663
1027170000,癲,7672,癫,766b
1027310000,皚,769a,皑,7691
1027350000,皺,76ba,皱,76b1
2028320000,皸,76b8,皲,76b2
1027480000,盞,76de,盏,76cf
1047510000,鹽,9e7d,盐,76d0
1027510000,監,76e3,监,76d1
3084830000,瞘,7798,眍,770d
1028110000,矓,77d3,眬,772c
1027810000,睞,775e,睐,7750
2029190000,瞼,77bc,睑,7751
1027980000,瞞,779e,瞒,7792
1028220000,矯,77ef,矫,77eb
1028730000,礦,7926,矿,77ff
4155010000,鑛,945B,矿,77ff
2029910000,碭,78ad,砀,7800
1028610000,碼,78bc,码,7801
1028640000,磚,78da,砖,7816
3087500000,硨,7868,砗,7817
1028410000,硯,786f,砚,781a
1028740000,礪,792a,砺,783a
2030340000,礱,7931,砻,783b
1028760000,礫,792b,砾,783e
1028710000,礎,790e,础,7840
2029720000,硜,785c,硁,7841
1028540000,碩,78a9,硕,7855
2029700000,硤,7864,硖,7856
2030150000,磽,78fd,硗,7857
3088920000,礄,7904,硚,785a
2030070000,磧,78e7,碛,789b
3088520000,𥕦,25566,磙,78d9
2030710000,禡,79a1,祃,7943
2030660000,禕,7995,祎,794e
1029000000,禎,798e,祯,796f
1029020000,禍,798d,祸,7978
1029050000,禪,79aa,禅,7985
1029440000,積,7a4d,积,79ef
1029500000,穢,7a62,秽,79fd
2031250000,穠,7a60,秾,79fe
1029470000,穌,7a4c,稣,7a23
1029490000,穡,7a61,穑,7a51
1029710000,窮,7aae,穷,7a77
1029740000,竅,7ac5,窍,7a8d
1029730000,竄,7ac4,窜,7a9c
1029690000,窩,7aa9,窝,7a9d
1029720000,窺,7aba,窥,7aa5
2055120000,闚,95da,窥,7aa5
1029750000,竇,7ac7,窦,7aa6
2031550000,窶,7ab6,窭,7aad
1039090000,豎,8c4e,竖,7ad6
1029830000,競,7af6,竞,7ade
1030270000,篤,7be4,笃,7b03
2032060000,筧,7b67,笕,7b15
1030110000,箋,7b8b,笺,7b3a
2024620000,牋,724b,笺,7b3a
4058800000,椾,693E,笺,7b3a
1030500000,籠,7c60,笼,7b3c
2032960000,籩,7c69,笾,7b3e
2032590000,篳,7bf3,筚,7b5a
1030300000,篩,7be9,筛,7b5b
2032810000,簹,7c39,筜,7b5c
1030160000,箏,7b8f,筝,7b5d
2032460000,篔,7bd4,筼,7b7c
1030440000,簽,7c3d,签,7b7e
1030520000,籤,7c64,签,7b7e
1030400000,簡,7c21,简,7b80
2032520000,簀,7c00,箦,7ba6
2032290000,篋,7bcb,箧,7ba7
2032890000,籜,7c5c,箨,7ba8
1030540000,籮,7c6e,箩,7ba9
1030380000,簞,7c1e,箪,7baa
1030350000,簫,7c2b,箫,7bab
1030390000,簣,7c23,篑,7bd1
1030320000,簍,7c0d,篓,7bd3
1030470000,籃,7c43,篮,7bee
3099840000,籪,7c6a,簖,7c16
1030510000,籟,7c5f,籁,7c41
1030730000,糞,7cde,粪,7caa
1031350000,緊,7dca,紧,7d27
2034560000,縶,7e36,絷,7d77
1030810000,糾,7cfe,纠,7ea0
2033290000,紆,7d06,纡,7ea1
1030830000,紅,7d05,红,7ea2
1030820000,紂,7d02,纣,7ea3
1030860000,紇,7d07,纥,7ea5
1030870000,約,7d04,约,7ea6
1030970000,級,7d1a,级,7ea7
2033310000,紈,7d08,纨,7ea8
2034830000,纊,7e8a,纩,7ea9
1030840000,紀,7d00,纪,7eaa
1030850000,紉,7d09,纫,7eab
1030980000,紜,7d1c,纭,7ead
2033360000,紘,7d18,纮,7eae
1030940000,純,7d14,纯,7eaf
1030960000,紕,7d15,纰,7eb0
1030890000,紗,7d17,纱,7eb1
1031380000,綱,7db1,纲,7eb2
1030990000,納,7d0d,纳,7eb3
2033330000,紝,7d1d,纴,7eb4
1031730000,縱,7e31,纵,7eb5
1031430000,綸,7db8,纶,7eb6
1031010000,紛,7d1b,纷,7eb7
1031000000,紙,7d19,纸,7eb8
1030900000,紋,7d0b,纹,7eb9
2033410000,紵,7d35,纻,7ebb
2033370000,紖,7d16,纼,7ebc
1030950000,紐,7d10,纽,7ebd
2033380000,紓,7d13,纾,7ebe
2033460000,紺,7d3a,绀,7ec0
2033450000,紲,7d32,绁,7ec1
2033630000,絏,7d4f,绁,7ec1
2033470000,紱,7d31,绂,7ec2
1031480000,練,7df4,练,7ec3
1031110000,組,7d44,组,7ec4
1031100000,紳,7d33,绅,7ec5
1031090000,細,7d30,细,7ec6
1031130000,終,7d42,终,7ec8
2034340000,縐,7e10,绉,7ec9
1031020000,絆,7d46,绊,7eca
1031070000,紼,7d3c,绋,7ecb
1031080000,絀,7d40,绌,7ecc
1031060000,紹,7d39,绍,7ecd
1031830000,繹,7e79,绎,7ece
2033540000,紿,7d3f,绐,7ed0
1031270000,綁,7d81,绑,7ed1
1031160000,絨,7d68,绒,7ed2
1031150000,結,7d50,结,7ed3
4102540000,絝,7D5D,绔,7ed4
1031780000,繞,7e5e,绕,7ed5
2050980000,遶,9076,绕,7ed5
2033590000,絰,7d70,绖,7ed6
3102340000,絎,7d4e,绗,7ed7
1031850000,繪,7e6a,绘,7ed8
1031220000,給,7d66,给,7ed9
1031230000,絢,7d62,绚,7eda
2033640000,絳,7d73,绛,7edb
1031210000,絡,7d61,络,7edc
1031170000,絕,7d55,绝,7edd
1031140000,絞,7d5e,绞,7ede
2033690000,綆,7d86,绠,7ee0
2033770000,綃,7d83,绡,7ee1
1031250000,絹,7d79,绢,7ee2
1031800000,繡,7e61,绣,7ee3
2033790000,綌,7d8c,绤,7ee4
1031280000,綏,7d8f,绥,7ee5
2033800000,絛,7d5b,绦,7ee6
1031880000,繼,7e7c,继,7ee7
2033680000,綈,7d88,绨,7ee8
1031660000,績,7e3e,绩,7ee9
1031450000,緒,7dd2,绪,7eea
1031330000,綾,7dbe,绫,7eeb
1031910000,續,7e8c,续,7eed
1031390000,綺,7dba,绮,7eee
2033940000,緋,7dcb,绯,7eef
1031320000,綽,7dbd,绰,7ef0
2033920000,緄,7dc4,绲,7ef2
1031840000,繩,7e69,绳,7ef3
1031440000,維,7dad,维,7ef4
1031410000,綿,7dbf,绵,7ef5
2033950000,綬,7dac,绶,7ef6
1031700000,繃,7e43,绷,7ef7
1031400000,綢,7da2,绸,7ef8
2033970000,綯,7daf,绹,7ef9
2033980000,綹,7db9,绺,7efa
2033850000,綣,7da3,绻,7efb
1031310000,綜,7d9c,综,7efc
1031290000,綻,7dbb,绽,7efd
1031300000,綰,7db0,绾,7efe
1031340000,綠,7da0,绿,7eff
1031360000,綴,7db4,缀,7f00
1031460000,緇,7dc7,缁,7f01
2034090000,緙,7dd9,缂,7f02
2034080000,緗,7dd7,缃,7f03
1031510000,緘,7dd8,缄,7f04
1031520000,緬,7dec,缅,7f05
2034150000,緹,7df9,缇,7f07
2034140000,緲,7df2,缈,7f08
1031530000,緝,7ddd,缉,7f09
2034310000,縕,7e15,缊,7f0a
2034640000,繢,7e62,缋,7f0b
2034130000,緦,7de6,缌,7f0c
1031590000,綞,7d9e,缍,7f0d
1031570000,緞,7dde,缎,7f0e
2034160000,緶,7df6,缏,7f0f
1031560000,線,7dda,缐,7f10
2034170000,緱,7df1,缑,7f11
2034350000,縋,7e0b,缒,7f12
1031580000,緩,7de9,缓,7f13
1031470000,締,7de0,缔,7f14
1031680000,縷,7e37,缕,7f15
1031540000,編,7de8,编,7f16
2034100000,緡,7de1,缗,7f17
1031550000,緣,7de3,缘,7f18
2034280000,縉,7e09,缙,7f19
1031630000,縛,7e1b,缚,7f1a
2034240000,縟,7e1f,缛,7f1b
2034260000,縝,7e1d,缜,7f1c
1031710000,縫,7e2b,缝,7f1d
2034220000,縗,7e17,缞,7f1e
2034210000,縞,7e1e,缟,7f1f
1031900000,纏,7e8f,缠,7f20
2034370000,縭,7e2d,缡,7f21
1031600000,縊,7e0a,缢,7f22
1031610000,縑,7e11,缣,7f23
1031870000,繽,7e7d,缤,7f24
2034420000,縹,7e39,缥,7f25
2034460000,縵,7e35,缦,7f26
1031690000,縲,7e32,缧,7f27
1031920000,纓,7e93,缨,7f28
1031650000,縮,7e2e,缩,7f29
1031670000,繆,7e46,缪,7f2a
1031740000,繅,7e45,缫,7f2b
2034850000,纈,7e88,缬,7f2c
1031790000,繚,7e5a,缭,7f2d
1031770000,繕,7e55,缮,7f2e
2034580000,繒,7e52,缯,7f2f
1045230000,韁,97c1,缰,7f30
4104430000,繮,7E6E,缰,7f30
2034800000,繾,7e7e,缱,7f31
2034720000,繰,7e70,缲,7f32
2034740000,繯,7e6f,缳,7f33
2034760000,繳,7e73,缴,7f34
2034940000,纘,7e98,缵,7f35
2027110000,甖,7516,罂,7f42
2035020000,罌,7f4c,罂,7f42
1032090000,罰,7f70,罚,7f5a
2035300000,羆,7f86,罴,7f74
1032140000,羈,7f88,羁,7f81
4132410000,覊,898A,羁,7f81
2035450000,羥,7fa5,羟,7f9f
1032480000,翹,7ff9,翘,7fd8
2035810000,翽,7ffd,翙,7fd9
2035740000,翬,7fec,翚,7fda
4109170000,耮,802E,耢,8022
2035990000,耬,802c,耧,8027
1032800000,聶,8076,聂,8042
1032810000,聾,807e,聋,804b
1032790000,職,8077,职,804c
2036140000,聹,8079,聍,804d
2036130000,聵,8075,聩,8069
1032860000,肅,8085,肃,8083
1033470000,腸,8178,肠,80a0
1033400000,腎,814e,肾,80be
1033510000,腫,816b,肿,80bf
1033410000,脹,8139,胀,80c0
1033220000,脅,8105,胁,80c1
1018520000,朧,6727,胧,80e7
6000700000,腖,8156,胨,80e8
1033800000,臚,81da,胪,80ea
2036580000,脛,811b,胫,80eb
1033760000,膾,81be,脍,810d
1033810000,臟,81df,脏,810f
1046640000,髒,9ad2,脏,810f
1033770000,臍,81cd,脐,8110
1033540000,腦,8166,脑,8111
1033730000,膿,81bf,脓,8113
3110040000,腡,8161,脶,8136
1033750000,臉,81c9,脸,8138
1033660000,膩,81a9,腻,817b
1046430000,騰,9a30,腾,817e
1033780000,臏,81cf,膑,8191
2037300000,臢,81e2,臜,81dc
1040940000,輿,8f3f,舆,8206
1034230000,艦,8266,舰,8230
1034220000,艙,8259,舱,8231
2037730000,艫,826b,舻,823b
1034260000,艱,8271,艰,8270
1030070000,節,7bc0,节,8282
1032170000,羋,7f8b,芈,8288
2040840000,薌,858c,芗,8297
1035230000,葦,8466,苇,82c7
2041640000,藶,85f6,苈,82c8
2038760000,莧,83a7,苋,82cb
2038990000,萇,8407,苌,82cc
1035460000,蒼,84bc,苍,82cd
1034430000,苧,82e7,苎,82ce
2041580000,蘢,8622,茏,830f
2040490000,蔦,8526,茑,8311
2005710000,塋,584b,茔,8314
2024140000,煢,7162,茕,8315
3119310000,薘,8598,荙,8359
1034830000,莢,83a2,荚,835a
2040640000,蕘,8558,荛,835b
2040450000,蓽,84fd,荜,835c
2040780000,蕎,854e,荞,835e
2041170000,薈,8588,荟,835f
2041220000,薺,85ba,荠,8360
1027550000,盪,76ea,荡,8361
1035650000,蕩,8569,荡,8361
1035190000,葷,8477,荤,8364
2022250000,滎,6ece,荥,8365
2024220000,熒,7192,荧,8367
2040680000,蕁,8541,荨,8368
2041330000,藎,85ce,荩,8369
1035430000,蓀,84c0,荪,836a
1035520000,蔭,852d,荫,836b
2009830000,廕,5ed5,荫,836b
3118950000,蕒,8552,荬,836c
2039720000,葒,8452,荭,836d
1035070000,萊,840a,莱,83b1
1035500000,蓮,84ee,莲,83b2
2039970000,蒔,8494,莳,83b3
1035290000,萵,8435,莴,83b4
3119650000,薟,859f,莶,83b6
2040810000,蕕,8555,莸,83b8
1047390000,鶯,9daf,莺,83ba
2040280000,蓴,84f4,莼,83bc
4119530000,蒓,8493,莼,83bc
1036030000,蘿,863f,萝,841d
1024530000,營,71df,营,8425
1035680000,蕭,856d,萧,8427
1035800000,薩,85a9,萨,8428
2040660000,蕆,8546,蒇,8487
2040700000,蕢,8562,蒉,8489
1035550000,蔣,8523,蒋,848b
2040460000,蔞,851e,蒌,848c
1035810000,藍,85cd,蓝,84dd
2041130000,薊,858a,蓟,84df
2041870000,蘺,863a,蓠,84e0
2040990000,蕷,8577,蓣,84e3
1046470000,驀,9a40,蓦,84e6
1035750000,薔,8594,蔷,8537
2041810000,蘞,861e,蔹,8539
1035940000,藺,85fa,蔺,853a
1035920000,藹,85f9,蔼,853c
2041650000,蘄,8604,蕲,8572
1035980000,蘊,860a,蕴,8574
1035870000,藪,85ea,薮,85ae
1036010000,蘚,861a,藓,85d3
1036100000,虜,865c,虏,864f
2044190000,蠆,8806,虿,867f
1036550000,蝕,8755,蚀,8680
1036840000,蟻,87fb,蚁,8681
1036680000,螞,879e,蚂,8682
2042750000,蜆,8706,蚬,86ac
1036900000,蠣,8823,蛎,86ce
2043790000,蟄,87c4,蛰,86f0
2042700000,蛺,86fa,蛱,86f1
1036810000,蟯,87ef,蛲,86f2
2043590000,螄,8784,蛳,86f3
2044240000,蠐,8810,蛴,86f4
1036610000,蝸,8778,蜗,8717
1036790000,蟈,87c8,蝈,8748
1036820000,蟬,87ec,蝉,8749
2044250000,蠑,8811,蝾,877e
2043830000,螿,87bf,螀,8780
3124470000,蟎,87ce,螨,87a8
2044370000,蠨,8828,蟏,87cf
1006180000,啣,5563,衔,8854
1042960000,銜,929c,衔,8854
1037610000,襯,896f,衬,886c
1009750000,嬝,5b1d,袅,8885
1037330000,裊,88ca,袅,8885
2006830000,嫋,5acb,袅,8885
2045310000,褘,8918,袆,8886
1037600000,襲,8972,袭,88ad
2045600000,襏,894f,袯,88af
1037550000,襠,8960,裆,88c6
2045270000,褌,890c,裈,88c8
2045500000,褳,8933,裢,88e2
2045710000,襝,895d,裣,88e3
1037480000,褲,8932,裤,88e4
4130360000,袴,88B4,裤,88e4
3127940000,襉,8949,裥,88e5
1037580000,襤,8964,褴,8934
2045800000,襴,8974,襕,8955
1037760000,觀,89c0,观,89c2
1037680000,規,898f,规,89c4
3053460000,槼,69fc,规,89c4
1037670000,覓,8993,觅,89c5
2045890000,覘,8998,觇,89c7
1037750000,覽,89bd,览,89c8
1037740000,覺,89ba,觉,89c9
1037720000,覬,89ac,觊,89ca
2045930000,覡,89a1,觋,89cb
2046020000,覿,89bf,觌,89cc
4132780000,覥,89A5,觍,89cd
1037710000,覦,89a6,觎,89ce
2045980000,覯,89af,觏,89cf
1037730000,覲,89b2,觐,89d0
2046000000,覷,89b7,觑,89d1
1037790000,觴,89f4,觞,89de
2046250000,觶,89f6,觯,89ef
2046830000,誾,8abe,訚,8a1a
2047620000,讋,8b8b,詟,8a5f
1038950000,譽,8b7d,誉,8a89
1038780000,謄,8b04,誊,8a8a
1037820000,計,8a08,计,8ba1
1037830000,訂,8a02,订,8ba2
1037840000,訃,8a03,讣,8ba3
1038350000,認,8a8d,认,8ba4
1038880000,譏,8b4f,讥,8ba5
1037860000,訐,8a10,讦,8ba6
1037880000,訌,8a0c,讧,8ba7
1037870000,討,8a0e,讨,8ba8
1038980000,讓,8b93,让,8ba9
1037890000,訕,8a15,讪,8baa
1037930000,訖,8a16,讫,8bab
1037920000,訓,8a13,训,8bad
1038890000,議,8b70,议,8bae
1037900000,訊,8a0a,讯,8baf
1037850000,記,8a18,记,8bb0
1038740000,講,8b1b,讲,8bb2
1038610000,諱,8af1,讳,8bb3
2047210000,謳,8b33,讴,8bb4
2046420000,詎,8a4e,讵,8bb5
1037950000,訝,8a1d,讶,8bb6
1037970000,訥,8a25,讷,8bb7
1037980000,許,8a31,许,8bb8
1038010000,訛,8a1b,讹,8bb9
1038560000,論,8ad6,论,8bba
4134260000,訩,8A29,讻,8bbb
1038000000,訟,8a1f,讼,8bbc
1038690000,諷,8af7,讽,8bbd
1037940000,訪,8a2a,访,8bbf
1037960000,訣,8a23,诀,8bc0
1038060000,証,8a3c,证,8bc1
1038850000,證,8b49,证,8bc1
1038070000,詁,8a41,诂,8bc2
2046440000,訶,8a36,诃,8bc3
1038040000,評,8a55,评,8bc4
1038090000,詛,8a5b,诅,8bc5
1038840000,識,8b58,识,8bc6
2046490000,詗,8a57,诇,8bc7
1038100000,詐,8a50,诈,8bc8
1038120000,訴,8a34,诉,8bc9
1038130000,診,8a3a,诊,8bca
1038110000,詆,8a46,诋,8bcb
2047080000,謅,8b05,诌,8bcc
1038050000,詞,8a5e,词,8bcd
2046500000,詘,8a58,诎,8bce
1038080000,詔,8a54,诏,8bcf
2046470000,詖,8a56,诐,8bd0
1038920000,譯,8b6f,译,8bd1
2046530000,詒,8a52,诒,8bd2
2046560000,誆,8a86,诓,8bd3
2046620000,誄,8a84,诔,8bd4
1038170000,試,8a66,试,8bd5
2046570000,詿,8a7f,诖,8bd6
1038180000,詩,8a69,诗,8bd7
1038190000,詰,8a70,诘,8bd8
1038210000,詼,8a7c,诙,8bd9
1038230000,誠,8aa0,诚,8bda
1038250000,誅,8a85,诛,8bdb
2046630000,詵,8a75,诜,8bdc
1038240000,話,8a71,话,8bdd
1038480000,誕,8a95,诞,8bde
1038290000,詬,8a6c,诟,8bdf
1038280000,詮,8a6e,诠,8be0
1038260000,詭,8a6d,诡,8be1
1038220000,詣,8a63,诣,8be3
1038570000,諍,8acd,诤,8be4
1038150000,該,8a72,该,8be5
1038160000,詳,8a73,详,8be6
1038140000,詫,8a6b,诧,8be7
2046580000,詡,8a61,诩,8be9
1038360000,誡,8aa1,诫,8beb
1038340000,誣,8aa3,诬,8bec
1038330000,語,8a9e,语,8bed
2046700000,誚,8a9a,诮,8bee
1038380000,誤,8aa4,误,8bef
1038400000,誥,8aa5,诰,8bf0
1038420000,誘,8a98,诱,8bf1
1038410000,誨,8aa8,诲,8bf2
1038430000,誑,8a91,诳,8bf3
1038390000,說,8aaa,说,8bf4
1038310000,誦,8aa6,诵,8bf5
1038490000,請,8acb,请,8bf7
1038500000,諸,8af8,诸,8bf8
2046730000,諏,8acf,诹,8bf9
1038660000,諾,8afe,诺,8bfa
1038960000,讀,8b80,读,8bfb
2046770000,諑,8ad1,诼,8bfc
2046810000,誹,8ab9,诽,8bfd
1038510000,課,8ab2,课,8bfe
1038520000,諉,8ac9,诿,8bff
2046840000,諛,8adb,谀,8c00
1038550000,誰,8ab0,谁,8c01
2046820000,諗,8ad7,谂,8c02
1038540000,調,8abf,调,8c03
1038530000,諂,8ac2,谄,8c04
1038450000,諒,8ad2,谅,8c05
1038470000,諄,8ac4,谆,8c06
2046720000,誶,8ab6,谇,8c07
1038460000,談,8ac7,谈,8c08
1038440000,誼,8abc,谊,8c0a
1038620000,謀,8b00,谋,8c0b
2046910000,諶,8af6,谌,8c0c
1038630000,諜,8adc,谍,8c0d
1038750000,謊,8b0a,谎,8c0e
1038600000,諫,8aeb,谏,8c0f
1038640000,諧,8ae7,谐,8c10
2046950000,謔,8b14,谑,8c11
1038670000,謁,8b01,谒,8c12
1038680000,謂,8b02,谓,8c13
2046960000,諤,8ae4,谔,8c14
1038700000,諭,8aed,谕,8c15
2046990000,諼,8afc,谖,8c16
1038990000,讒,8b92,谗,8c17
2046880000,諳,8af3,谙,8c19
1038590000,諺,8afa,谚,8c1a
1038580000,諦,8ae6,谛,8c1b
1038710000,謎,8b0e,谜,8c1c
2047010000,諞,8ade,谝,8c1d
1038790000,謨,8b28,谟,8c1f
2047670000,讜,8b9c,谠,8c20
2047060000,謖,8b16,谡,8c21
1038770000,謝,8b1d,谢,8c22
1038760000,謠,8b20,谣,8c23
1038720000,謗,8b17,谤,8c24
2047020000,諡,8ae1,谥,8c25
1038730000,謙,8b19,谦,8c26
2047040000,謐,8b10,谧,8c27
1038800000,謹,8b39,谨,8c28
2047270000,謾,8b3e,谩,8c29
2047170000,謫,8b2b,谪,8c2a
2047560000,譾,8b7e,谫,8c2b
4136190000,謭,8B2D,谫,8c2b
1038810000,謬,8b2c,谬,8c2c
1038860000,譚,8b5a,谭,8c2d
2047380000,譖,8b56,谮,8c2e
2047430000,譙,8b59,谯,8c2f
2047640000,讕,8b95,谰,8c30
1038830000,譜,8b5c,谱,8c31
