流水號,國字,審定音一,審定音二,審定音三,審定音四,審定音五,審定音六,
2161,盟,ㄇㄥˊ,,,,,,
2162,盡,ㄐ丨ㄣˋ,,,,,,
2163,監,ㄐ丨ㄢ,ㄐ丨ㄢˋ,,,,,
2164,盥,ㄍㄨㄢˋ,,,,,,
2165,盪,ㄉㄤˋ,,,,,,
2166,盯,ㄉ丨ㄥ,ㄔㄥ,,,,,
2167,盲,ㄇㄤˊ,,,,,,
2168,眈,ㄉㄢ,,,,,,
2169,眃,ㄩㄣˊ,,,,,,
2170,眄,ㄇ丨ㄢˇ,,,,,,
2171,眇,ㄇ丨ㄠˇ,,,,,,
2172,盷,ㄒㄩㄢˊ,,,,,,
2173,眊,ㄇㄠˋ,,,,,,
2174,盹,ㄉㄨㄣˇ,,,,,,
2175,盻,ㄒ丨ˋ,,,,,,
2176,省,ㄕㄥˇ,ㄒ丨ㄥˇ,,,,,
2177,看,ㄎㄢˋ,ㄎㄢ,,,,,
2178,盾,ㄉㄨㄣˋ,,,,,,
2179,相,ㄒ丨ㄤ,ㄒ丨ㄤˋ,,,,,
2180,眩,ㄒㄩㄢˋ,,,,,,
2181,眠,ㄇ丨ㄢˊ,,,,,,
2182,眒,ㄕㄣ,,,,,,
2183,眙,ㄔˋ,丨ˊ,,,,,
2184,眑,丨ㄠˇ,,,,,,
2185,眢,ㄩㄢ,,,,,,
2186,眯,ㄇ丨ˇ,ㄇ丨,,,,,
2187,眶,ㄎㄨㄤ,,,,,,
2188,眱,丨ˊ,,,,,,
2189,眼,丨ㄢˇ,,,,,,
2190,眭,ㄙㄨㄟ,,,,,,
2191,眲,ㄋㄜˋ,,,,,,
2192,眳,ㄇ丨ㄥˊ,,,,,,
2193,眴,ㄒㄩㄢˋ,,,,,,
2194,眽,ㄇㄛˋ,,,,,,
2195,眥,ㄗˋ,,,,,,
2196,眾,ㄓㄨㄥˋ,,,,,,
2197,睇,ㄉ丨ˋ,,,,,,
2198,睕,ㄨㄢˇ,,,,,,
2199,睚,丨ㄚˊ,,,,,,
2200,睢,ㄙㄨㄟ,,,,,,
2201,睪,丨ˋ,ㄍㄠ,,,,,
2202,睽,ㄎㄨㄟˊ,,,,,,
2203,睼,ㄊ丨ˊ,,,,,,
2204,瞀,ㄇㄠˋ,,,,,,
2205,睾,ㄍㄠ,,,,,,
2206,瞑,ㄇ丨ㄥˊ,ㄇ丨ㄢˋ,,,,,
2207,瞇,ㄇ丨,,,,,,
2208,瞍,ㄙㄡˇ,,,,,,
2209,瞏,ㄑㄩㄥˊ,,,,,,
2210,瞟,ㄆ丨ㄠˇ,,,,,,
2211,瞞,ㄇㄢˊ,,,,,,
2212,瞜,ㄌㄡ,,,,,,
2213,瞢,ㄇㄥˊ,,,,,,
2214,瞵,ㄌ丨ㄣˊ,,,,,,
2215,瞪,ㄉㄥˋ,,,,,,
2216,瞫,ㄕㄣˇ,,,,,,
2217,瞭,ㄌ丨ㄠˇ,ㄌ丨ㄠˋ,,,,,
2218,瞶,ㄍㄨㄟˋ,,,,,,
2219,瞿,ㄑㄩˊ,ㄐㄩˋ,,,,,
2220,矉,ㄆ丨ㄣˊ,,,,,,
2221,矇,ㄇㄥˊ,ㄇㄥ,,,,,
2222,矌,ㄎㄨㄤˋ,,,,,,
2223,矎,ㄒㄩㄢ,,,,,,
2224,矐,ㄏㄨㄛˋ,,,,,,
2225,矔,ㄍㄨㄢˋ,,,,,,
2226,矕,ㄇㄢˇ,,,,,,
2227,矜,ㄐ丨ㄣ,,,,,,
2228,矞,ㄩˋ,,,,,,
2229,矠,ㄘㄜˋ,ㄗㄜˊ,,,,,
2230,知,ㄓ,,,,,,
2231,矱,ㄏㄨㄛˋ,,,,,,
2232,石,ㄕˊ,ㄉㄢˋ,,,,,
2233,矸,ㄍㄢ,,,,,,
2234,矼,ㄑ丨ㄤ,ㄐ丨ㄤ,,,,,
2235,矻,ㄎㄨˋ,,,,,,
2236,矺,ㄊㄨㄛ,,,,,,
2237,砌,ㄑ丨ˋ,ㄑ丨ㄝˋ,,,,,
2238,砏,ㄅ丨ㄣ,,,,,,
2239,砎,ㄐ丨ㄝˋ,,,,,,
2240,砉,ㄏㄨㄛˋ,,,,,,
2241,研,丨ㄢˊ,,,,,,
2242,砫,ㄓㄨˋ,,,,,,
2243,砰,ㄆㄥ,,,,,,
2244,砢,ㄌㄨㄛˇ,,,,,,
2245,砝,ㄈㄚˇ,,,,,,
2246,砠,ㄐㄩ,,,,,,
2247,砭,ㄅ丨ㄢ,,,,,,
2248,砟,ㄓㄚˋ,,,,,,
2249,砥,ㄉ丨ˇ,,,,,,
2250,砮,ㄋㄨˇ,,,,,,
2251,硎,ㄒ丨ㄥˊ,,,,,,
2252,硍,ㄎㄥ,,,,,,
2253,硊,ㄨㄟˇ,,,,,,
2254,硌,ㄍㄜˋ,ㄌㄨㄛˋ,,,,,
2255,硠,ㄌㄤˊ,,,,,,
2256,硜,ㄎㄥ,,,,,,
2257,硝,ㄒ丨ㄠ,,,,,,
2258,硪,ㄜˊ,,,,,,
2259,确,ㄑㄩㄝˋ,,,,,,
2260,硰,ㄕㄚ,,,,,,
2261,硩,ㄔㄜˋ,,,,,,
2262,碕,ㄑ丨ˊ,,,,,,
2263,硼,ㄆㄥˊ,,,,,,
2264,碌,ㄌㄨˋ,,,,,,
2265,碓,ㄉㄨㄟˋ,,,,,,
2266,碆,ㄅㄛ,,,,,,
2267,碪,ㄓㄣ,,,,,,
2268,碟,ㄉ丨ㄝˊ,,,,,,
2269,碩,ㄕㄨㄛˋ,,,,,,
2270,碭,ㄉㄤˋ,,,,,,
2271,碣,ㄐ丨ㄝˊ,,,,,,
2272,碨,ㄨㄟ,,,,,,
2273,硾,ㄓㄨㄟˋ,,,,,,
2274,磍,ㄐ丨ㄚˊ,,,,,,
2275,磅,ㄅㄤˋ,ㄆㄤ,,,,,
2276,碻,ㄑㄩㄝˋ,,,,,,
2277,磋,ㄘㄨㄛ,,,,,,
2278,碾,ㄋ丨ㄢˇ,,,,,,
2279,磕,ㄎㄜ,,,,,,
2280,磌,ㄊ丨ㄢˊ,,,,,,
2281,磑,ㄨㄟˋ,,,,,,
2282,磈,ㄎㄨㄟˇ,,,,,,
2283,磃,ㄙ,,,,,,
2284,磝,ㄠˊ,,,,,,
2285,磪,ㄘㄨㄟ,,,,,,
2286,磨,ㄇㄛˊ,ㄇㄛˋ,,,,,
2287,磷,ㄌ丨ㄣˊ,,,,,,
2288,磳,ㄗㄥ,,,,,,
2289,磴,ㄉㄥˋ,,,,,,
2290,磽,ㄑ丨ㄠ,,,,,,
2291,磻,ㄆㄢˊ,ㄅㄛ,,,,,
2292,礌,ㄌㄟˋ,,,,,,
2293,礉,ㄏㄜˊ,ㄑ丨ㄠˋ,,,,,
2294,礐,ㄑㄩㄝˋ,,,,,,
2295,礛,ㄐ丨ㄢ,,,,,,
2296,礜,ㄩˋ,,,,,,
2297,礦,ㄎㄨㄤˋ,,,,,,
2298,礥,ㄒ丨ㄢˊ,,,,,,
2299,礧,ㄌㄟˊ,,,,,,
2300,礫,ㄌ丨ˋ,,,,,,
2301,礱,ㄌㄨㄥˊ,,,,,,
2302,示,ㄕˋ,,,,,,
2303,礿,ㄩㄝˋ,,,,,,
2304,祉,ㄓˇ,,,,,,
2305,祋,ㄉㄨㄟˋ,,,,,,
2306,祌,ㄓㄨㄥˋ,,,,,,
2307,祇,ㄑ丨ˊ,ㄓˇ,,,,,
2308,祈,ㄑ丨ˊ,,,,,,
2309,祖,ㄗㄨˇ,,,,,,
2310,神,ㄕㄣˊ,,,,,,
2311,祕,ㄇ丨ˋ,ㄅ丨ˋ,,,,,
2312,祒,ㄊ丨ㄠˊ,,,,,,
2313,祓,ㄈㄨˊ,,,,,,
2314,祝,ㄓㄨˋ,,,,,,
2315,祪,ㄍㄨㄟˇ,,,,,,
2316,票,ㄆ丨ㄠˋ,,,,,,
2317,祭,ㄐ丨ˋ,ㄓㄞˋ,,,,,
2318,禁,ㄐ丨ㄣˋ,ㄐ丨ㄣ,,,,,
2319,禔,ㄊ丨ˊ,,,,,,
2320,禓,丨ㄤˊ,,,,,,
2321,禜,ㄩㄥˋ,,,,,,
2322,禪,ㄔㄢˊ,ㄕㄢˋ,,,,,
2323,禧,ㄒ丨,,,,,,
2324,禬,ㄍㄨㄟˋ,,,,,,
2325,禱,ㄉㄠˇ,,,,,,
2326,禰,ㄋ丨ˇ,ㄇ丨ˊ,,,,,
2327,禳,ㄖㄤˊ,,,,,,
2328,禴,ㄩㄝˋ,,,,,,
2329,禸,ㄖㄡˊ,,,,,,
2330,禺,ㄩˊ,,,,,,
2331,离,ㄌ丨ˊ,,,,,,
2332,秏,ㄏㄠˋ,,,,,,
2333,秘,ㄇ丨ˋ,ㄅ丨ˋ,,,,,
2334,秤,ㄔㄥˋ,ㄆ丨ㄥˊ,,,,,
2335,秠,ㄆ丨,,,,,,
2336,秧,丨ㄤ,,,,,,
2337,秸,ㄐ丨ㄚˊ,,,,,,
2338,移,丨ˊ,,,,,,
2339,稅,ㄕㄨㄟˋ,,,,,,
2340,稍,ㄕㄠ,,,,,,
2341,稃,ㄈㄨ,,,,,,
2342,稜,ㄌㄥˊ,,,,,,
2343,稘,ㄐ丨,,,,,,
2344,稞,ㄎㄜ,,,,,,
2345,稠,ㄔㄡˊ,,,,,,
2346,稟,ㄅ丨ㄥˇ,,,,,,
2347,稰,ㄒㄩ,,,,,,
2348,稯,ㄗㄨㄥ,,,,,,
2349,種,ㄓㄨㄥˇ,ㄓㄨㄥˋ,,,,,
2350,稱,ㄔㄥ,ㄔㄥˋ,,,,,
2351,稽,ㄐ丨,ㄑ丨ˇ,,,,,
2352,稹,ㄓㄣˇ,,,,,,
2353,穜,ㄊㄨㄥˊ,,,,,,
2354,穢,ㄏㄨㄟˋ,,,,,,
2355,穫,ㄏㄨㄛˋ,,,,,,
2356,穰,ㄖㄤˊ,,,,,,
2357,穴,ㄒㄩㄝˋ,,,,,,
2358,究,ㄐ丨ㄡˋ,,,,,,
2359,穹,ㄑㄩㄥ,,,,,,
2360,空,ㄎㄨㄥ,ㄎㄨㄥˋ,,,,,
2361,突,ㄊㄨˊ,,,,,,
2362,穾,丨ㄠˇ,,,,,,
2363,窀,ㄓㄨㄣ,,,,,,
2364,窅,丨ㄠˇ,,,,,,
2365,窄,ㄓㄞˇ,,,,,,
2366,窌,ㄌ丨ㄠˊ,,,,,,
2367,窊,ㄨㄚ,,,,,,
2368,窔,丨ㄠˇ,,,,,,
2369,窐,ㄍㄨㄟ,,,,,,
2370,窒,ㄓˋ,,,,,,
2371,窕,ㄊ丨ㄠˇ,,,,,,
2372,窘,ㄐㄩㄥˇ,,,,,,
2373,窣,ㄙㄨˋ,,,,,,
2374,窨,丨ㄣˋ,,,,,,
2375,窬,ㄩˊ,,,,,,
2376,窲,ㄌ丨ㄠˋ,,,,,,
2377,窴,ㄊ丨ㄢˊ,,,,,,
2378,窳,ㄩˇ,,,,,,
2379,窺,ㄎㄨㄟ,,,,,,
2380,窶,ㄐㄩˋ,ㄌㄡˊ,,,,,
2381,竀,ㄔㄥ,,,,,,
2382,竁,ㄘㄨㄟˋ,,,,,,
2383,竄,ㄘㄨㄢˋ,,,,,,
2384,立,ㄌ丨ˋ,,,,,,
2385,竘,ㄑㄩˇ,,,,,,
2386,竣,ㄐㄩㄣˋ,,,,,,
2387,竷,ㄎㄢˋ,,,,,,
2388,竺,ㄓㄨˊ,,,,,,
2389,竿,ㄍㄢ,,,,,,
2390,笐,ㄍㄤ,,,,,,
2391,笆,ㄅㄚ,,,,,,
2392,笓,ㄆ丨ˊ,,,,,,
2393,笅,丨ㄠˊ,,,,,,
2394,笏,ㄏㄨˋ,,,,,,
2395,笊,ㄓㄠˋ,,,,,,
2396,笢,ㄇ丨ㄣˇ,,,,,,
2397,笴,ㄍㄜˇ,,,,,,
2398,笪,ㄉㄚˊ,,,,,,
2399,笘,ㄕㄢ,,,,,,
2400,笲,ㄈㄢˊ,,,,,,
2401,笮,ㄗㄜˊ,,,,,,
2402,笭,ㄌ丨ㄥˊ,,,,,,
2403,筊,ㄐ丨ㄠˇ,,,,,,
2404,筒,ㄊㄨㄥˇ,,,,,,
2405,筍,ㄙㄨㄣˇ,,,,,,
2406,筈,ㄍㄨㄚ,,,,,,
2407,答,ㄉㄚˊ,ㄉㄚ,,,,,
2408,筤,ㄌㄤˊ,,,,,,
2409,筩,ㄊㄨㄥˇ,,,,,,
2410,筴,ㄐ丨ㄚˊ,ㄘㄜˋ,,,,,
2411,筲,ㄕㄠ,,,,,,
2412,筧,ㄐ丨ㄢˇ,,,,,,
2413,箈,ㄔˊ,,,,,,
2414,箔,ㄅㄛˊ,,,,,,
2415,箑,ㄕㄚˋ,,,,,,
2416,箐,ㄐ丨ㄥ,,,,,,
2417,算,ㄙㄨㄢˋ,,,,,,
2418,箘,ㄐㄩㄣˋ,,,,,,
2419,箄,ㄆㄞˊ,ㄅㄟ,,,,,
2420,箸,ㄓㄨˋ,,,,,,
2421,箷,丨ˊ,,,,,,
2422,篎,ㄇ丨ㄠˇ,,,,,,
2423,箯,ㄅ丨ㄢ,,,,,,
2424,箹,ㄩㄝ,,,,,,
2425,箠,ㄔㄨㄟˊ,,,,,,
2426,篣,ㄆㄤˊ,,,,,,
2427,篝,ㄍㄡ,,,,,,
2428,篩,ㄕㄞ,,,,,,
2429,篹,ㄙㄨㄢˇ,,,,,,
2430,篦,ㄅ丨ˋ,,,,,,
2431,簇,ㄘㄨˋ,,,,,,
2432,篿,ㄊㄨㄢˊ,,,,,,
2433,簎,ㄘㄜˋ,,,,,,
2434,簍,ㄌㄡˇ,,,,,,
2435,簂,ㄍㄨㄛˊ,,,,,,
2436,篸,ㄘㄣ,,,,,,
2437,簉,ㄗㄠˋ,,,,,,
2438,簃,丨ˊ,,,,,,
2439,簁,ㄒ丨ˇ,,,,,,
2440,簜,ㄉㄤˋ,,,,,,
2441,簩,ㄌㄠˊ,,,,,,
2442,簨,ㄙㄨㄣˇ,,,,,,
2443,簠,ㄈㄨˇ,,,,,,
2444,簪,ㄗㄢ,,,,,,
2445,簝,ㄌ丨ㄠˊ,,,,,,
2446,簥,ㄐ丨ㄠ,,,,,,
2447,簿,ㄅㄨˋ,,,,,,
2448,簸,ㄅㄛˇ,ㄅㄛˋ,,,,,
2449,簼,ㄍㄡ,,,,,,
2450,簹,ㄉㄤ,,,,,,
2451,簻,ㄓㄨㄚ,,,,,,
2452,籊,ㄊ丨ˋ,,,,,,
2453,籍,ㄐ丨ˊ,,,,,,
2454,籔,ㄕㄨˋ,,,,,,
2455,籠,ㄌㄨㄥˊ,,,,,,
2456,籛,ㄐ丨ㄢ,,,,,,
2457,籧,ㄑㄩˊ,,,,,,
2458,籺,ㄏㄜˊ,,,,,,
2459,籹,ㄋㄩˇ,ㄓㄨㄤ,,,,,
2460,粗,ㄘㄨ,,,,,,
2461,粘,ㄋ丨ㄢˊ,,,,,,
2462,粢,ㄗ,,,,,,
2463,粥,ㄓㄡ,ㄓㄨˋ,ㄩˋ,,,,
2464,粳,ㄍㄥ,,,,,,
2465,粽,ㄗㄨㄥˋ,,,,,,
2466,糅,ㄖㄡˊ,,,,,,
2467,糈,ㄒㄩˇ,,,,,,
2468,糊,ㄏㄨˊ,,,,,,
2469,糜,ㄇ丨ˊ,,,,,,
2470,糙,ㄘㄠ,,,,,,
2471,糲,ㄌ丨ˋ,,,,,,
2472,糷,ㄌㄢˋ,,,,,,
2473,糸,ㄇ丨ˋ,,,,,,
2474,糾,ㄐ丨ㄡ,,,,,,
2475,紀,ㄐ丨ˋ,,,,,,
2476,紅,ㄏㄨㄥˊ,ㄍㄨㄥ,,,,,
2477,約,ㄩㄝ,,,,,,
2478,紇,ㄏㄜˊ,,,,,,
2479,紃,ㄒㄩㄣˊ,,,,,,
2480,紓,ㄕㄨ,,,,,,
2481,紕,ㄆ丨,,,,,,
2482,紑,ㄈㄡˊ,,,,,,
2483,紗,ㄕㄚ,,,,,,
2484,紝,ㄖㄣˋ,,,,,,
2485,純,ㄔㄨㄣˊ,,,,,,
2486,紟,ㄐ丨ㄣ,,,,,,
2487,紛,ㄈㄣ,,,,,,
2488,紒,ㄐ丨ㄝˋ,,,,,,
2489,索,ㄙㄨㄛˇ,,,,,,
2490,統,ㄊㄨㄥˇ,,,,,,
2491,紹,ㄕㄠˋ,,,,,,
2492,紬,ㄔㄡˊ,ㄔㄡ,,,,,
2493,絅,ㄐㄩㄥˇ,,,,,,
2494,絀,ㄔㄨˋ,,,,,,
2495,絁,ㄕ,,,,,,
2496,絇,ㄑㄩˊ,,,,,,
2497,紾,ㄓㄣˇ,ㄊ丨ㄢˇ,,,,,
2498,紮,ㄓㄚˊ,,,,,,
2499,累,ㄌㄟˇ,ㄌㄟˋ,,,,,
2500,絞,ㄐ丨ㄠˇ,,,,,,
2501,絯,ㄍㄞ,,,,,,
2502,絣,ㄅㄥ,,,,,,
2503,絘,ㄘˋ,,,,,,
2504,絓,ㄍㄨㄚˋ,,,,,,
2505,結,ㄐ丨ㄝˊ,ㄐ丨ㄝ,,,,,
2506,絧,ㄊㄨㄥˊ,,,,,,
2507,絡,ㄌㄨㄛˋ,ㄌㄠˋ,,,,,
2508,給,ㄐ丨ˇ,ㄍㄟˇ,,,,,
2509,絭,ㄐㄩㄢˋ,,,,,,
2510,絮,ㄒㄩˋ,,,,,,
2511,絜,ㄒ丨ㄝˊ,,,,,,
2512,綅,ㄑ丨ㄣ,,,,,,
2513,綍,ㄈㄨˊ,,,,,,
2514,綆,ㄍㄥˇ,,,,,,
2515,綃,ㄒ丨ㄠ,,,,,,
2516,絹,ㄐㄩㄢˋ,,,,,,
2517,絻,ㄨㄣˋ,,,,,,
2518,綏,ㄙㄨㄟ,,,,,,
2519,綰,ㄨㄢˇ,,,,,,
2520,綟,ㄌ丨ˋ,,,,,,
2521,綷,ㄘㄨㄟˋ,,,,,,
2522,綣,ㄑㄩㄢˇ,,,,,,
2523,緂,ㄊㄢ,,,,,,
2524,綴,ㄓㄨㄟˋ,,,,,,
2525,緁,ㄑ丨,,,,,,
2526,緀,ㄑ丨,,,,,,
2527,綪,ㄑ丨ㄢˋ,,,,,,
2528,緎,ㄩˋ,,,,,,
2529,綝,ㄔㄣ,ㄌ丨ㄣˊ,,,,,
2530,綢,ㄔㄡˊ,,,,,,
2531,綠,ㄌㄩˋ,,,,,,
2532,綸,ㄌㄨㄣˊ,ㄍㄨㄢ,,,,,
2533,綮,ㄑ丨ㄥˋ,ㄑ丨ˇ,,,,,
2534,綦,ㄑ丨ˊ,,,,,,
2535,綖,丨ㄢˊ,,,,,,
2536,締,ㄉ丨ˋ,,,,,,
2537,緷,ㄩㄣˋ,,,,,,
2538,編,ㄅ丨ㄢ,,,,,,
2539,緪,ㄍㄥ,,,,,,
2540,緡,ㄇ丨ㄣˊ,,,,,,
2541,緯,ㄨㄟˇ,,,,,,
2542,緹,ㄊ丨ˊ,,,,,,
2543,緝,ㄑ丨ˋ,,,,,,
2544,緺,ㄍㄨㄛ,,,,,,
2545,緣,ㄩㄢˊ,,,,,,
2546,緱,ㄍㄡ,,,,,,
2547,緶,ㄅ丨ㄢˋ,,,,,,
2548,緰,ㄊㄡˊ,,,,,,
2549,縡,ㄗㄞˋ,,,,,,
2550,縞,ㄍㄠˇ,,,,,,
2551,縛,ㄈㄨˊ,,,,,,
2552,縓,ㄑㄩㄢˊ,,,,,,
2553,縕,ㄩㄣˋ,,,,,,
2554,縝,ㄓㄣˇ,,,,,,
2555,縣,ㄒ丨ㄢˋ,,,,,,
2556,縮,ㄙㄨㄛ,,,,,,
2557,縴,ㄑ丨ㄢˋ,,,,,,
2558,縳,ㄓㄨㄢˋ,,,,,,
2559,縹,ㄆ丨ㄠˇ,,,,,,
2560,繆,ㄇㄡˊ,ㄇ丨ㄠˋ,ㄇ丨ㄡˋ,,,,
2561,縵,ㄇㄢˋ,,,,,,
2562,縪,ㄅ丨ˋ,,,,,,
2563,縸,ㄇㄨˋ,,,,,,
2564,繃,ㄅㄥ,ㄅㄥˇ,ㄅㄥˋ,,,,
2565,縿,ㄕㄢ,,,,,,
2566,縫,ㄈㄥˊ,ㄈㄥˋ,,,,,
2567,總,ㄗㄨㄥˇ,,,,,,
2568,縱,ㄗㄨㄥˋ,ㄗㄨㄥ,,,,,
2569,繅,ㄙㄠ,,,,,,
2570,繄,丨,,,,,,
2571,繁,ㄈㄢˊ,ㄆㄛˊ,,,,,
2572,繇,丨ㄠˊ,,,,,,
2573,緵,ㄗㄨㄥ,,,,,,
2574,織,ㄓ,,,,,,
2575,繜,ㄗㄨㄣ,,,,,,
2576,繒,ㄗㄥ,,,,,,
2577,繘,ㄩˋ,,,,,,
2578,繐,ㄙㄨㄟˋ,,,,,,
2579,繞,ㄖㄠˋ,,,,,,
2580,繚,ㄌ丨ㄠˊ,,,,,,
2581,繙,ㄈㄢ,,,,,,
2582,繵,ㄉㄢˋ,,,,,,
2583,繮,ㄐ丨ㄤ,,,,,,
2584,繩,ㄕㄥˊ,,,,,,
2585,繰,ㄗㄠˇ,,,,,,
2586,繯,ㄏㄨㄢˊ,,,,,,
2587,繳,ㄐ丨ㄠˇ,ㄓㄨㄛˊ,,,,,
2588,繫,ㄒ丨ˋ,ㄐ丨ˋ,,,,,
2589,繻,ㄖㄨˊ,,,,,,
2590,纍,ㄌㄟˊ,,,,,,
2591,纖,ㄒ丨ㄢ,,,,,,
2592,纔,ㄘㄞˊ,,,,,,
2593,纗,ㄒ丨,,,,,,
2594,纛,ㄉㄠˋ,,,,,,
2595,纚,ㄕˇ,,,,,,
2596,纜,ㄌㄢˇ,,,,,,
2597,缿,ㄒ丨ㄤˋ,,,,,,
2598,罋,ㄨㄥˋ,,,,,,
2599,罕,ㄏㄢˇ,,,,,,
2600,罘,ㄈㄨˊ,,,,,,
2601,罜,ㄓㄨˋ,,,,,,
2602,罝,ㄐㄩ,,,,,,
2603,罣,ㄍㄨㄚˋ,,,,,,
2604,罥,ㄐㄩㄢˋ,,,,,,
2605,罦,ㄈㄨˊ,,,,,,
2606,罬,ㄓㄨㄛˊ,,,,,,
2607,罫,ㄍㄨㄚˋ,,,,,,
2608,罧,ㄕㄣˋ,,,,,,
2609,罨,丨ㄢˇ,,,,,,
2610,署,ㄕㄨˇ,ㄕㄨˋ,,,,,
2611,罷,ㄅㄚˋ,ㄆ丨ˊ,,,,,
2612,罻,ㄨㄟˋ,,,,,,
2613,罺,ㄔㄠ,,,,,,
2614,罿,ㄊㄨㄥˊ,,,,,,
2615,罾,ㄗㄥ,,,,,,
2616,羊,丨ㄤˊ,,,,,,
2617,羋,ㄇ丨ㄝ,ㄇ丨ˇ,,,,,
2618,羛,ㄒ丨,,,,,,
2619,羠,丨ˊ,,,,,,
2620,羥,ㄎㄥ,ㄑ丨ㄤˇ,,,,,
2621,羨,ㄒ丨ㄢˋ,,,,,,
2622,羬,ㄑ丨ㄢˊ,,,,,,
2623,羱,ㄩㄢˊ,,,,,,
2624,羹,ㄍㄥ,,,,,,
2625,羼,ㄔㄢˋ,,,,,,
2626,翁,ㄨㄥ,,,,,,
2627,翑,ㄑㄩˊ,,,,,,
2628,翏,ㄌ丨ㄠˊ,,,,,,
2629,翛,ㄒ丨ㄠ,,,,,,
2630,翜,ㄕㄚˋ,,,,,,
2631,翢,ㄉㄠˋ,ㄓㄡ,,,,,
2632,翟,ㄓㄞˊ,ㄉ丨ˊ,,,,,
2633,翪,ㄗㄨㄥ,,,,,,
2634,翭,ㄏㄡˊ,,,,,,
2635,翨,ㄕˋ,,,,,,
2636,翮,ㄍㄜˊ,,,,,,
2637,翰,ㄏㄢˋ,,,,,,
2638,翯,ㄏㄜˋ,,,,,,
2639,翳,丨ˋ,,,,,,
2640,翲,ㄆ丨ㄠ,,,,,,
2641,翹,ㄑ丨ㄠˊ,ㄑ丨ㄠˋ,,,,,
2642,翿,ㄉㄠˋ,,,,,,
2643,耀,丨ㄠˋ,,,,,,
2644,耆,ㄑ丨ˊ,,,,,,
2645,而,ㄦˊ,,,,,,
2646,耐,ㄋㄞˋ,,,,,,
2647,耏,ㄦˊ,ㄋㄞˋ,,,,,
2648,耑,ㄉㄨㄢ,,,,,,
2649,耒,ㄌㄟˇ,,,,,,
2650,耕,ㄍㄥ,,,,,,
2651,耙,ㄆㄚˊ,,,,,,
2652,耗,ㄏㄠˋ,,,,,,
2653,耡,ㄓㄨˋ,,,,,,
2654,耤,ㄐ丨ˊ,,,,,,
2655,耬,ㄌㄡˊ,,,,,,
2656,耳,ㄦˇ,,,,,,
2657,耴,ㄖㄜˊ,,,,,,
2658,耵,ㄉ丨ㄥˇ,,,,,,
2659,耶,丨ㄝˊ,,,,,,
2660,耽,ㄉㄢ,,,,,,
2661,聃,ㄉㄢ,,,,,,
2662,聘,ㄆ丨ㄥˋ,,,,,,
2663,聞,ㄨㄣˊ,,,,,,
2664,聚,ㄐㄩˋ,,,,,,
2665,聱,ㄠˊ,,,,,,
2666,聳,ㄙㄨㄥˇ,,,,,,
2667,職,ㄓˊ,,,,,,
2668,聶,ㄋ丨ㄝˋ,,,,,,
2669,聹,ㄋ丨ㄥˊ,,,,,,
2670,聽,ㄊ丨ㄥ,ㄊ丨ㄥˋ,,,,,
2671,肆,ㄙˋ,,,,,,
2672,肉,ㄖㄡˋ,,,,,,
2673,肋,ㄌㄜˋ,,,,,,
2674,肛,ㄍㄤ,,,,,,
2675,肚,ㄉㄨˋ,ㄉㄨˇ,,,,,
2676,肐,ㄍㄜ,,,,,,
2677,肖,ㄒ丨ㄠˋ,,,,,,
2678,肪,ㄈㄤˊ,,,,,,
2679,肺,ㄈㄟˋ,,,,,,
2680,肫,ㄓㄨㄣ,,,,,,
2681,肸,ㄒ丨ˋ,,,,,,
2682,肩,ㄐ丨ㄢ,,,,,,
2683,肯,ㄎㄣˇ,,,,,,
2684,肴,丨ㄠˊ,,,,,,
2685,胘,ㄒ丨ㄢˊ,,,,,,
2686,胖,ㄆㄤˋ,,,,,,
2687,胇,ㄅ丨ˋ,,,,,,
2688,胠,ㄑㄩ,,,,,,
2689,胈,ㄅㄚˊ,,,,,,
2690,胞,ㄅㄠ,,,,,,
2691,胜,ㄕㄥ,ㄒ丨ㄥ,,,,,
2692,胙,ㄗㄨㄛˋ,,,,,,
2693,胕,ㄈㄨˊ,,,,,,
2694,胗,ㄓㄣ,,,,,,
2695,背,ㄅㄟˋ,ㄅㄟ,,,,,
2696,胺,ㄢ,,,,,,
2697,胲,ㄍㄞ,,,,,,
2698,胯,ㄎㄨㄚˋ,,,,,,
2699,脁,ㄊ丨ㄠˋ,,,,,,
2700,胳,ㄍㄜ,,,,,,
2701,胻,ㄏㄥˊ,,,,,,
2702,脈,ㄇㄞˋ,,,,,,
2703,能,ㄋㄥˊ,,,,,,
2704,脊,ㄐ丨ˇ,,,,,,
2705,脘,ㄨㄢˇ,,,,,,
2706,脯,ㄈㄨˇ,ㄆㄨˊ,,,,,
2707,脛,ㄐ丨ㄥˋ,,,,,,
2708,脞,ㄘㄨㄛˇ,,,,,,
2709,脧,ㄐㄩㄢ,ㄗㄨㄟ,,,,,
2710,脕,ㄨㄢˇ,,,,,,
2711,脟,ㄌㄨㄢˊ,,,,,,
2712,脫,ㄊㄨㄛ,,,,,,
2713,脩,ㄒ丨ㄡ,,,,,,
2714,腔,ㄑ丨ㄤ,,,,,,
2715,腋,丨ㄝˋ,,,,,,
2716,腏,ㄓㄨㄟˋ,,,,,,
2717,腒,ㄐㄩ,,,,,,
2718,腊,ㄒ丨ˊ,ㄌㄚˋ,,,,,
2719,腌,ㄤ,,,,,,
2720,腓,ㄈㄟˊ,,,,,,
