序號,字表別,大陸規範字,臺灣標準字一,臺灣標準字二,臺灣標準字三,臺灣標準字四
2737,一級字表,阔,闊,,,
2738,一級字表,善,善,,,
2739,一級字表,翔,翔,,,
2740,一級字表,羡,羨,,,
2741,一級字表,普,普,,,
2742,一級字表,粪,糞,,,
2743,一級字表,尊,尊,,,
2744,一級字表,奠,奠,,,
2745,一級字表,道,道,,,
2746,一級字表,遂,遂,,,
2747,一級字表,曾,曾,,,
2748,一級字表,焰,焰,,,
2749,一級字表,港,港,,,
2750,一級字表,滞,滯,,,
2751,一級字表,湖,湖,,,
2752,一級字表,湘,湘,,,
2753,一級字表,渣,渣,,,
2754,一級字表,渤,渤,,,
2755,一級字表,渺,渺,,,
2756,一級字表,湿,濕,溼,,
2757,一級字表,温,溫,,,
2758,一級字表,渴,渴,,,
2759,一級字表,溃,潰,,,
2760,一級字表,溅,濺,,,
2761,一級字表,滑,滑,,,
2762,一級字表,湃,湃,,,
2763,一級字表,渝,渝,,,
2764,一級字表,湾,灣,,,
2765,一級字表,渡,渡,,,
2766,一級字表,游,遊,游,,
2767,一級字表,滋,滋,,,
2768,一級字表,渲,渲,,,
2769,一級字表,溉,溉,,,
2770,一級字表,愤,憤,,,
2771,一級字表,慌,慌,,,
2772,一級字表,惰,惰,,,
2773,一級字表,愕,愕,,,
2774,一級字表,愣,愣,,,
2775,一級字表,惶,惶,,,
2776,一級字表,愧,愧,媿,,
2777,一級字表,愉,愉,,,
2778,一級字表,慨,慨,,,
2779,一級字表,割,割,,,
2780,一級字表,寒,寒,,,
2781,一級字表,富,富,,,
2782,一級字表,寓,寓,,,
2783,一級字表,窜,竄,,,
2784,一級字表,窝,窩,,,
2785,一級字表,窖,窖,,,
2786,一級字表,窗,窗,,,
2787,一級字表,窘,窘,,,
2788,一級字表,遍,遍,,,
2789,一級字表,雇,雇,僱,,
2790,一級字表,裕,裕,,,
2791,一級字表,裤,褲,,,
2792,一級字表,裙,裙,,,
2793,一級字表,禅,禪,,,
2794,一級字表,禄,祿,,,
2795,一級字表,谢,謝,,,
2796,一級字表,谣,謠,,,
2797,一級字表,谤,謗,,,
2798,一級字表,谦,謙,,,
2799,一級字表,犀,犀,,,
2800,一級字表,属,屬,,,
2801,一級字表,屡,屢,,,
2802,一級字表,强,強,彊,,
2803,一級字表,粥,粥,,,
2804,一級字表,疏,疏,,,
2805,一級字表,隔,隔,,,
2806,一級字表,隙,隙,,,
2807,一級字表,隘,隘,,,
2808,一級字表,媒,媒,,,
2809,一級字表,絮,絮,,,
2810,一級字表,嫂,嫂,,,
2811,一級字表,媚,媚,,,
2812,一級字表,婿,婿,,,
2813,一級字表,登,登,,,
2814,一級字表,缅,緬,,,
2815,一級字表,缆,纜,,,
2816,一級字表,缉,緝,,,
2817,一級字表,缎,緞,,,
2818,一級字表,缓,緩,,,
2819,一級字表,缔,締,,,
2820,一級字表,缕,縷,,,
2821,一級字表,骗,騙,,,
2822,一級字表,编,編,,,
2823,一級字表,骚,騷,,,
2824,一級字表,缘,緣,,,
2825,一級字表,瑟,瑟,,,
2826,一級字表,鹉,鵡,,,
2827,一級字表,瑞,瑞,,,
2828,一級字表,瑰,瑰,,,
2829,一級字表,瑙,瑙,,,
2830,一級字表,魂,魂,,,
2831,一級字表,肆,肆,,,
2832,一級字表,摄,攝,,,
2833,一級字表,摸,摸,,,
2834,一級字表,填,填,,,
2835,一級字表,搏,搏,,,
2836,一級字表,塌,塌,,,
2837,一級字表,鼓,鼓,,,
2838,一級字表,摆,擺,襬,,
2839,一級字表,携,攜,,,
2840,一級字表,搬,搬,,,
2841,一級字表,摇,搖,,,
2842,一級字表,搞,搞,,,
2843,一級字表,塘,塘,,,
2844,一級字表,摊,攤,,,
2845,一級字表,聘,聘,,,
2846,一級字表,斟,斟,,,
2847,一級字表,蒜,蒜,,,
2848,一級字表,勤,勤,懃,,
2849,一級字表,靴,靴,,,
2850,一級字表,靶,靶,,,
2851,一級字表,鹊,鵲,,,
2852,一級字表,蓝,藍,,,
2853,一級字表,墓,墓,,,
2854,一級字表,幕,幕,,,
2855,一級字表,蓬,蓬,,,
2856,一級字表,蓄,蓄,,,
2857,一級字表,蒲,蒲,,,
2858,一級字表,蓉,蓉,,,
2859,一級字表,蒙,蒙,懞,濛,矇
2860,一級字表,蒸,蒸,,,
2861,一級字表,献,獻,,,
2862,一級字表,椿,椿,,,
2863,一級字表,禁,禁,,,
2864,一級字表,楚,楚,,,
2865,一級字表,楷,楷,,,
2866,一級字表,榄,欖,,,
2867,一級字表,想,想,,,
2868,一級字表,槐,槐,,,
2869,一級字表,榆,榆,,,
2870,一級字表,楼,樓,,,
2871,一級字表,概,概,,,
2872,一級字表,赖,賴,,,
2873,一級字表,酪,酪,,,
2874,一級字表,酬,酬,,,
2875,一級字表,感,感,,,
2876,一級字表,碍,礙,,,
2877,一級字表,碘,碘,,,
2878,一級字表,碑,碑,,,
2879,一級字表,碎,碎,,,
2880,一級字表,碰,碰,,,
2881,一級字表,碗,碗,,,
2882,一級字表,碌,碌,,,
2883,一級字表,尴,尷,,,
2884,一級字表,雷,雷,,,
2885,一級字表,零,零,,,
2886,一級字表,雾,霧,,,
2887,一級字表,雹,雹,,,
2888,一級字表,辐,輻,,,
2889,一級字表,辑,輯,,,
2890,一級字表,输,輸,,,
2891,一級字表,督,督,,,
2892,一級字表,频,頻,,,
2893,一級字表,龄,齡,,,
2894,一級字表,鉴,鑒,鑑,,
2895,一級字表,睛,睛,,,
2896,一級字表,睹,睹,,,
2897,一級字表,睦,睦,,,
2898,一級字表,瞄,瞄,,,
2899,一級字表,睫,睫,,,
2900,一級字表,睡,睡,,,
2901,一級字表,睬,睬,,,
2902,一級字表,嗜,嗜,,,
2903,一級字表,鄙,鄙,,,
2904,一級字表,嗦,嗦,,,
2905,一級字表,愚,愚,,,
2906,一級字表,暖,暖,,,
2907,一級字表,盟,盟,,,
2908,一級字表,歇,歇,,,
2909,一級字表,暗,暗,,,
2910,一級字表,暇,暇,,,
2911,一級字表,照,照,,,
2912,一級字表,畸,畸,,,
2913,一級字表,跨,跨,,,
2914,一級字表,跷,蹺,,,
2915,一級字表,跳,跳,,,
2916,一級字表,跺,跺,,,
2917,一級字表,跪,跪,,,
2918,一級字表,路,路,,,
2919,一級字表,跤,跤,,,
2920,一級字表,跟,跟,,,
2921,一級字表,遣,遣,,,
2922,一級字表,蜈,蜈,,,
2923,一級字表,蜗,蝸,,,
2924,一級字表,蛾,蛾,,,
2925,一級字表,蜂,蜂,,,
2926,一級字表,蜕,蛻,,,
2927,一級字表,嗅,嗅,,,
2928,一級字表,嗡,嗡,,,
2929,一級字表,嗓,嗓,,,
2930,一級字表,署,署,,,
2931,一級字表,置,置,,,
2932,一級字表,罪,罪,,,
2933,一級字表,罩,罩,,,
2934,一級字表,蜀,蜀,,,
2935,一級字表,幌,幌,,,
2936,一級字表,错,錯,,,
2937,一級字表,锚,錨,,,
2938,一級字表,锡,錫,,,
2939,一級字表,锣,鑼,,,
2940,一級字表,锤,錘,,,
2941,一級字表,锥,錐,,,
2942,一級字表,锦,錦,,,
2943,一級字表,键,鍵,,,
2944,一級字表,锯,鋸,,,
2945,一級字表,锰,錳,,,
2946,一級字表,矮,矮,,,
2947,一級字表,辞,辭,,,
2948,一級字表,稚,稚,,,
2949,一級字表,稠,稠,,,
2950,一級字表,颓,頹,,,
2951,一級字表,愁,愁,,,
2952,一級字表,筹,籌,,,
2953,一級字表,签,簽,籤,,
2954,一級字表,简,簡,,,
2955,一級字表,筷,筷,,,
2956,一級字表,毁,毀,燬,譭,
2957,一級字表,舅,舅,,,
2958,一級字表,鼠,鼠,,,
2959,一級字表,催,催,,,
2960,一級字表,傻,傻,,,
2961,一級字表,像,像,,,
2962,一級字表,躲,躲,,,
2963,一級字表,魁,魁,,,
2964,一級字表,衙,衙,,,
2965,一級字表,微,微,,,
2966,一級字表,愈,愈,瘉,癒,
2967,一級字表,遥,遙,,,
2968,一級字表,腻,膩,,,
2969,一級字表,腰,腰,,,
2970,一級字表,腥,腥,,,
2971,一級字表,腮,腮,,,
2972,一級字表,腹,腹,,,
2973,一級字表,腺,腺,,,
2974,一級字表,鹏,鵬,,,
2975,一級字表,腾,騰,,,
2976,一級字表,腿,腿,,,
2977,一級字表,鲍,鮑,,,
2978,一級字表,猿,猿,,,
2979,一級字表,颖,穎,,,
2980,一級字表,触,觸,,,
2981,一級字表,解,解,,,
2982,一級字表,煞,煞,,,
2983,一級字表,雏,雛,,,
2984,一級字表,馍,饃,,,
2985,一級字表,馏,餾,,,
2986,一級字表,酱,醬,,,
2987,一級字表,禀,稟,,,
2988,一級字表,痹,痹,,,
2989,一級字表,廓,廓,,,
2990,一級字表,痴,痴,,,
2991,一級字表,痰,痰,,,
2992,一級字表,廉,廉,,,
2993,一級字表,靖,靖,,,
2994,一級字表,新,新,,,
2995,一級字表,韵,韻,,,
2996,一級字表,意,意,,,
2997,一級字表,誊,謄,,,
2998,一級字表,粮,糧,,,
2999,一級字表,数,數,,,
3000,一級字表,煎,煎,,,
3001,一級字表,塑,塑,,,
3002,一級字表,慈,慈,,,
3003,一級字表,煤,煤,,,
3004,一級字表,煌,煌,,,
3005,一級字表,满,滿,,,
3006,一級字表,漠,漠,,,
3007,一級字表,滇,滇,,,
3008,一級字表,源,源,,,
3009,一級字表,滤,濾,,,
3010,一級字表,滥,濫,,,
3011,一級字表,滔,滔,,,
3012,一級字表,溪,溪,(谿),,
3013,一級字表,溜,溜,,,
3014,一級字表,漓,漓,灕,,
3015,一級字表,滚,滾,,,
3016,一級字表,溢,溢,,,
3017,一級字表,溯,溯,,,
3018,一級字表,滨,濱,,,
3019,一級字表,溶,溶,,,
3020,一級字表,溺,溺,,,
3021,一級字表,粱,粱,,,
3022,一級字表,滩,灘,,,
3023,一級字表,慎,慎,,,
3024,一級字表,誉,譽,,,
3025,一級字表,塞,塞,,,
3026,一級字表,寞,寞,,,
3027,一級字表,窥,窺,闚,,
3028,一級字表,窟,窟,,,
3029,一級字表,寝,寢,,,
3030,一級字表,谨,謹,,,
3031,一級字表,褂,褂,,,
3032,一級字表,裸,裸,,,
3033,一級字表,福,福,,,
3034,一級字表,谬,謬,,,
3035,一級字表,群,群,,,
3036,一級字表,殿,殿,,,
3037,一級字表,辟,辟,闢,,
3038,一級字表,障,障,,,
3039,一級字表,媳,媳,,,
3040,一級字表,嫉,嫉,,,
3041,一級字表,嫌,嫌,,,
3042,一級字表,嫁,嫁,,,
3043,一級字表,叠,疊,,,
3044,一級字表,缚,縛,,,
3045,一級字表,缝,縫,,,
3046,一級字表,缠,纏,,,
3047,一級字表,缤,繽,,,
3048,一級字表,剿,剿,,,
3049,一級字表,静,靜,,,
3050,一級字表,碧,碧,,,
3051,一級字表,璃,璃,琍,,
3052,一級字表,赘,贅,,,
3053,一級字表,熬,熬,,,
3054,一級字表,墙,牆,,,
3055,一級字表,墟,墟,,,
3056,一級字表,嘉,嘉,,,
3057,一級字表,摧,摧,,,
3058,一級字表,赫,赫,,,
3059,一級字表,截,截,,,
3060,一級字表,誓,誓,,,
3061,一級字表,境,境,,,
3062,一級字表,摘,摘,,,
3063,一級字表,摔,摔,,,
3064,一級字表,撇,撇,,,
3065,一級字表,聚,聚,,,
3066,一級字表,慕,慕,,,
3067,一級字表,暮,暮,,,
3068,一級字表,摹,摹,,,
3069,一級字表,蔓,蔓,,,
3070,一級字表,蔑,蔑,衊,,
3071,一級字表,蔡,蔡,,,
3072,一級字表,蔗,蔗,,,
3073,一級字表,蔽,蔽,,,
3074,一級字表,蔼,藹,,,
3075,一級字表,熙,熙,,,
3076,一級字表,蔚,蔚,,,
3077,一級字表,兢,兢,,,
3078,一級字表,模,模,,,
3079,一級字表,槛,檻,,,
3080,一級字表,榴,榴,,,
3081,一級字表,榜,榜,,,
3082,一級字表,榨,榨,,,
3083,一級字表,榕,榕,,,
3084,一級字表,歌,歌,,,
3085,一級字表,遭,遭,,,
3086,一級字表,酵,酵,,,
3087,一級字表,酷,酷,,,
3088,一級字表,酿,釀,,,
3089,一級字表,酸,酸,,,
3090,一級字表,碟,碟,,,
3091,一級字表,碱,鹼,堿,,
3092,一級字表,碳,碳,,,
3093,一級字表,磁,磁,,,
3094,一級字表,愿,願,,,
3095,一級字表,需,需,,,
3096,一級字表,辖,轄,,,
3097,一級字表,辗,輾,,,
3098,一級字表,雌,雌,,,
3099,一級字表,裳,裳,,,
3100,一級字表,颗,顆,,,
3101,一級字表,瞅,瞅,,,
3102,一級字表,墅,墅,,,
3103,一級字表,嗽,嗽,,,
3104,一級字表,踊,踴,,,
3105,一級字表,蜻,蜻,,,
3106,一級字表,蜡,蠟,,,
3107,一級字表,蝇,蠅,,,
3108,一級字表,蜘,蜘,,,
3109,一級字表,蝉,蟬,,,
3110,一級字表,嘛,嘛,,,
3111,一級字表,嘀,嘀,,,
3112,一級字表,赚,賺,,,
3113,一級字表,锹,鍬,,,
3114,一級字表,锻,鍛,,,
3115,一級字表,镀,鍍,,,
3116,一級字表,舞,舞,,,
3117,一級字表,舔,舔,,,
3118,一級字表,稳,穩,,,
3119,一級字表,熏,熏,燻,(薰),
3120,一級字表,箕,箕,,,
3121,一級字表,算,算,,,
3122,一級字表,箩,籮,,,
3123,一級字表,管,管,,,
3124,一級字表,箫,簫,,,
3125,一級字表,舆,輿,,,
3126,一級字表,僚,僚,,,
3127,一級字表,僧,僧,,,
3128,一級字表,鼻,鼻,,,
3129,一級字表,魄,魄,,,
3130,一級字表,魅,魅,,,
3131,一級字表,貌,貌,,,
3132,一級字表,膜,膜,,,
3133,一級字表,膊,膊,,,
3134,一級字表,膀,膀,,,
3135,一級字表,鲜,鮮,,,
3136,一級字表,疑,疑,,,
3137,一級字表,孵,孵,,,
3138,一級字表,馒,饅,,,
3139,一級字表,裹,裹,,,
3140,一級字表,敲,敲,,,
3141,一級字表,豪,豪,,,
3142,一級字表,膏,膏,,,
3143,一級字表,遮,遮,,,
3144,一級字表,腐,腐,,,
3145,一級字表,瘩,瘩,,,
3146,一級字表,瘟,瘟,,,
3147,一級字表,瘦,瘦,,,
3148,一級字表,辣,辣,,,
3149,一級字表,彰,彰,,,
3150,一級字表,竭,竭,,,
3151,一級字表,端,端,,,
3152,一級字表,旗,旗,,,
3153,一級字表,精,精,,,
3154,一級字表,粹,粹,,,
3155,一級字表,歉,歉,,,
3156,一級字表,弊,弊,,,
3157,一級字表,熄,熄,,,
3158,一級字表,熔,熔,,,
3159,一級字表,煽,煽,,,
3160,一級字表,潇,瀟,,,
3161,一級字表,漆,漆,,,
3162,一級字表,漱,漱,,,
3163,一級字表,漂,漂,,,
3164,一級字表,漫,漫,,,
3165,一級字表,滴,滴,,,
3166,一級字表,漾,漾,,,
3167,一級字表,演,演,,,
3168,一級字表,漏,漏,,,
3169,一級字表,慢,慢,,,
3170,一級字表,慷,慷,,,
3171,一級字表,寨,寨,,,
3172,一級字表,赛,賽,,,
3173,一級字表,寡,寡,,,
3174,一級字表,察,察,,,
3175,一級字表,蜜,蜜,,,
3176,一級字表,寥,寥,,,
3177,一級字表,谭,譚,,,
3178,一級字表,肇,肇,,,
3179,一級字表,褐,褐,,,
3180,一級字表,褪,褪,,,
3181,一級字表,谱,譜,,,
3182,一級字表,隧,隧,,,
3183,一級字表,嫩,嫩,,,
3184,一級字表,翠,翠,,,
3185,一級字表,熊,熊,,,
3186,一級字表,凳,凳,,,
3187,一級字表,骡,騾,,,
3188,一級字表,缩,縮,,,
3189,一級字表,慧,慧,,,
3190,一級字表,撵,攆,,,
3191,一級字表,撕,撕,,,
3192,一級字表,撒,撒,,,
3193,一級字表,撩,撩,,,
3194,一級字表,趣,趣,,,
3195,一級字表,趟,趟,,,
3196,一級字表,撑,撐,,,
3197,一級字表,撮,撮,,,
3198,一級字表,撬,撬,,,
3199,一級字表,播,播,,,
3200,一級字表,擒,擒,,,
3201,一級字表,墩,墩,,,
3202,一級字表,撞,撞,,,
3203,一級字表,撤,撤,,,
3204,一級字表,增,增,,,
3205,一級字表,撰,撰,,,
3206,一級字表,聪,聰,,,
3207,一級字表,鞋,鞋,,,
3208,一級字表,鞍,鞍,,,
3209,一級字表,蕉,蕉,,,
3210,一級字表,蕊,蕊,,,
3211,一級字表,蔬,蔬,,,
3212,一級字表,蕴,蘊,,,
3213,一級字表,横,橫,,,
3214,一級字表,槽,槽,,,
3215,一級字表,樱,櫻,,,
3216,一級字表,橡,橡,,,
3217,一級字表,樟,樟,,,
3218,一級字表,橄,橄,,,
3219,一級字表,敷,敷,,,
3220,一級字表,豌,豌,,,
3221,一級字表,飘,飄,,,
3222,一級字表,醋,醋,,,
3223,一級字表,醇,醇,,,
3224,一級字表,醉,醉,,,
3225,一級字表,磕,磕,,,
3226,一級字表,磊,磊,,,
3227,一級字表,磅,磅,,,
3228,一級字表,碾,碾,,,
3229,一級字表,震,震,,,
3230,一級字表,霄,霄,,,
3231,一級字表,霉,黴,霉,,
3232,一級字表,瞒,瞞,,,
3233,一級字表,题,題,,,
3234,一級字表,暴,暴,,,
3235,一級字表,瞎,瞎,,,
3236,一級字表,嘻,嘻,,,
3237,一級字表,嘶,嘶,,,
3238,一級字表,嘲,嘲,,,
3239,一級字表,嘹,嘹,,,
3240,一級字表,影,影,,,
3241,一級字表,踢,踢,,,
3242,一級字表,踏,踏,,,
3243,一級字表,踩,踩,,,
3244,一級字表,踪,蹤,,,
3245,一級字表,蝶,蝶,,,
3246,一級字表,蝴,蝴,,,
3247,一級字表,蝠,蝠,,,
3248,一級字表,蝎,蠍,,,
3249,一級字表,蝌,蝌,,,
3250,一級字表,蝗,蝗,,,
3251,一級字表,蝙,蝙,,,
3252,一級字表,嘿,嘿,,,
3253,一級字表,嘱,囑,,,
3254,一級字表,幢,幢,,,
3255,一級字表,墨,墨,,,
3256,一級字表,镇,鎮,,,
3257,一級字表,镐,鎬,,,
3258,一級字表,镑,鎊,,,
3259,一級字表,靠,靠,,,
3260,一級字表,稽,稽,,,
3261,一級字表,稻,稻,,,
3262,一級字表,黎,黎,,,
3263,一級字表,稿,稿,,,
3264,一級字表,稼,稼,,,
3265,一級字表,箱,箱,,,
3266,一級字表,篓,簍,,,
3267,一級字表,箭,箭,,,
3268,一級字表,篇,篇,,,
3269,一級字表,僵,僵,,,
3270,一級字表,躺,躺,,,
3271,一級字表,僻,僻,,,
3272,一級字表,德,德,,,
3273,一級字表,艘,艘,,,
3274,一級字表,膝,膝,,,
3275,一級字表,膛,膛,,,
3276,一級字表,鲤,鯉,,,
3277,一級字表,鲫,鯽,,,
3278,一級字表,熟,熟,,,
3279,一級字表,摩,摩,,,
3280,一級字表,褒,褒,,,
3281,一級字表,瘪,癟,,,
3282,一級字表,瘤,瘤,,,
3283,一級字表,瘫,癱,,,
3284,一級字表,凛,凜,,,
3285,一級字表,颜,顏,,,
3286,一級字表,毅,毅,,,
3287,一級字表,糊,糊,餬,,
3288,一級字表,遵,遵,,,
3289,一級字表,憋,憋,,,
3290,一級字表,潜,潛,,,
3291,一級字表,澎,澎,,,
3292,一級字表,潮,潮,,,
3293,一級字表,潭,潭,,,
3294,一級字表,鲨,鯊,,,
3295,一級字表,澳,澳,,,
3296,一級字表,潘,潘,,,
3297,一級字表,澈,澈,,,
3298,一級字表,澜,瀾,,,
3299,一級字表,澄,澄,,,
3300,一級字表,懂,懂,,,
3301,一級字表,憔,憔,,,
3302,一級字表,懊,懊,,,
3303,一級字表,憎,憎,,,
3304,一級字表,额,額,,,
3305,一級字表,翩,翩,,,
3306,一級字表,褥,褥,,,
3307,一級字表,谴,譴,,,
3308,一級字表,鹤,鶴,,,
3309,一級字表,憨,憨,,,
3310,一級字表,慰,慰,,,
3311,一級字表,劈,劈,,,
3312,一級字表,履,履,,,
3313,一級字表,豫,豫,,,
3314,一級字表,缭,繚,,,
3315,一級字表,撼,撼,,,
3316,一級字表,擂,擂,,,
3317,一級字表,操,操,,,
3318,一級字表,擅,擅,,,
3319,一級字表,燕,燕,,,
3320,一級字表,蕾,蕾,,,
3321,一級字表,薯,薯,,,
3322,一級字表,薛,薛,,,
3323,一級字表,薇,薇,,,
3324,一級字表,擎,擎,,,
3325,一級字表,薪,薪,,,
3326,一級字表,薄,薄,,,
3327,一級字表,颠,顛,,,
3328,一級字表,翰,翰,,,
3329,一級字表,噩,噩,,,
3330,一級字表,橱,櫥,,,
3331,一級字表,橙,橙,,,
3332,一級字表,橘,橘,,,
3333,一級字表,整,整,,,
3334,一級字表,融,融,,,
3335,一級字表,瓢,瓢,,,
3336,一級字表,醒,醒,,,
3337,一級字表,霍,霍,,,
3338,一級字表,霎,霎,,,
3339,一級字表,辙,轍,,,
3340,一級字表,冀,冀,,,
3341,一級字表,餐,餐,,,
3342,一級字表,嘴,嘴,,,
3343,一級字表,踱,踱,,,
3344,一級字表,蹄,蹄,,,
3345,一級字表,蹂,蹂,,,
3346,一級字表,蟆,蟆,,,
3347,一級字表,螃,螃,,,
3348,一級字表,器,器,,,
3349,一級字表,噪,噪,譟,,
3350,一級字表,鹦,鸚,,,
3351,一級字表,赠,贈,,,
3352,一級字表,默,默,,,
3353,一級字表,黔,黔,,,
3354,一級字表,镜,鏡,,,
3355,一級字表,赞,贊,讚,,
3356,一級字表,穆,穆,,,
3357,一級字表,篮,籃,,,
3358,一級字表,篡,篡,,,
3359,一級字表,篷,篷,,,
3360,一級字表,篱,籬,篱,,
3361,一級字表,儒,儒,,,
3362,一級字表,邀,邀,,,
3363,一級字表,衡,衡,,,
3364,一級字表,膨,膨,,,
3365,一級字表,雕,雕,彫,琱,鵰
3366,一級字表,鲸,鯨,,,
3367,一級字表,磨,磨,,,
3368,一級字表,瘾,癮,,,
3369,一級字表,瘸,瘸,,,
3370,一級字表,凝,凝,,,
3371,一級字表,辨,辨,,,
3372,一級字表,辩,辯,,,
3373,一級字表,糙,糙,,,
3374,一級字表,糖,糖,,,
3375,一級字表,糕,糕,,,
3376,一級字表,燃,燃,,,
3377,一級字表,濒,瀕,,,
3378,一級字表,澡,澡,,,
3379,一級字表,激,激,,,
3380,一級字表,懒,懶,,,
3381,一級字表,憾,憾,,,
3382,一級字表,懈,懈,,,
3383,一級字表,窿,窿,,,
3384,一級字表,壁,壁,,,
3385,一級字表,避,避,,,
3386,一級字表,缰,韁,,,
3387,一級字表,缴,繳,,,
3388,一級字表,戴,戴,,,
3389,一級字表,擦,擦,,,
3390,一級字表,藉,藉,,,
3391,一級字表,鞠,鞠,,,
3392,一級字表,藏,藏,,,
3393,一級字表,藐,藐,,,
3394,一級字表,檬,檬,,,
3395,一級字表,檐,簷,檐,,
3396,一級字表,檀,檀,,,
3397,一級字表,礁,礁,,,
3398,一級字表,磷,磷,燐,,
3399,一級字表,霜,霜,,,
3400,一級字表,霞,霞,,,
3401,一級字表,瞭,瞭,,,
3402,一級字表,瞧,瞧,,,
3403,一級字表,瞬,瞬,,,
3404,一級字表,瞳,瞳,,,
3405,一級字表,瞩,矚,,,
3406,一級字表,瞪,瞪,,,
3407,一級字表,曙,曙,,,
3408,一級字表,蹋,蹋,,,
3409,一級字表,蹈,蹈,,,
3410,一級字表,螺,螺,,,
3411,一級字表,蟋,蟋,,,
3412,一級字表,蟀,蟀,,,
3413,一級字表,嚎,嚎,,,
3414,一級字表,赡,贍,,,
3415,一級字表,穗,穗,,,
3416,一級字表,魏,魏,,,
3417,一級字表,簧,簧,,,
3418,一級字表,簇,簇,,,
3419,一級字表,繁,繁,,,
3420,一級字表,徽,徽,,,
3421,一級字表,爵,爵,,,
3422,一級字表,朦,朦,,,
3423,一級字表,臊,臊,,,
3424,一級字表,鳄,鱷,,,
3425,一級字表,癌,癌,,,
3426,一級字表,辫,辮,,,
3427,一級字表,赢,贏,,,
3428,一級字表,糟,糟,,,
3429,一級字表,糠,糠,,,
3430,一級字表,燥,燥,,,
3431,一級字表,懦,懦,,,
3432,一級字表,豁,豁,,,
3433,一級字表,臀,臀,,,
3434,一級字表,臂,臂,,,
3435,一級字表,翼,翼,,,
3436,一級字表,骤,驟,,,
3437,一級字表,藕,藕,,,
3438,一級字表,鞭,鞭,,,
3439,一級字表,藤,藤,籐,,
3440,一級字表,覆,覆,,,
3441,一級字表,瞻,瞻,,,
3442,一級字表,蹦,蹦,,,
3443,一級字表,嚣,囂,,,
3444,一級字表,镰,鐮,鎌,,
3445,一級字表,翻,翻,,,
3446,一級字表,鳍,鰭,,,
3447,一級字表,鹰,鷹,,,
3448,一級字表,瀑,瀑,,,
3449,一級字表,襟,襟,,,
3450,一級字表,璧,璧,,,
3451,一級字表,戳,戳,,,
3452,一級字表,孽,孽,,,
